TestCseID,Type,Scheme Options,Discount Percentage Method,Buy Type,Promotion Type,Discount,Apply On,Level,Must,MRP
PROMO325,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO325,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO330,Promo & Deal,Scheme by MRP;Scheme by TDR;Quantity Purchase Scheme;For Every,,Amount,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO330,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO330,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO334,Promo & Deal,Scheme by MRP;Scheme by TDR;Quantity Purchase Scheme;Pro-rata;For Every,,Quantity,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO334,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO334,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO338,Promo & Deal,Scheme by MRP;Scheme by TDR;Quantity Purchase Scheme;Pro-rata;For Every,,Amount,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO338,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO338,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO343,Promo & Deal,Scheme by MRP;Scheme by TDR;Combi Scheme,,Amount,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO343,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO343,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO344,Promo & Deal,Scheme by MRP;Scheme by TDR;Combi Scheme,,Amount,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO344,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO344,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO349,Promo & Deal,Scheme by MRP;Scheme by TDR;Combi Scheme,,Quantity,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO349,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO349,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO350,Promo & Deal,Scheme by MRP;Scheme by TDR;Combi Scheme,,Quantity,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO350,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO350,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO355,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;For Every,,Quantity,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO355,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO355,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO356,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;For Every,,Quantity,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO356,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO356,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO361,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;For Every,,Amount,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO361,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO361,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO362,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;For Every,,Amount,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO362,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO362,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO366,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;Pro-rata;For Every,Non Accumulative,Quantity,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO366,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO366,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO367,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;Pro-rata;For Every,Non Accumulative,Quantity,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO367,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO367,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO371,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;Pro-rata;For Every,Non Accumulative,Amount,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO371,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO371,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO372,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;Pro-rata;For Every,Non Accumulative,Amount,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO372,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO372,,,,,Free Product,OR,Per Tier,Prodcat 1,No,1
PROMO378,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;Quantity Purchase Scheme;Pro-rata;For Every,,Quantity,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO378,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO378,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO382,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;Quantity Purchase Scheme;Pro-rata;For Every,,Amount,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO382,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO382,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO387,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;Quantity Purchase Scheme;For Every,,Quantity,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO387,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO387,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO392,Promo & Deal,Scheme by MRP;Scheme by TDR;Scheme by Range;Quantity Purchase Scheme;For Every,,Amount,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO392,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
PROMO392,,,,,Free Product,AND,Per Tier,Prodcat 1,No,1
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
